"track_name","artist_name","track_genre","artist_id","track_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","explicit"
"The Way You Move","Outkast","RnB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P.D.A. (We Just Don't Care)","John Legend","RnB","5y2Xq6xcjJb2jVM54GHK3t","0ZBtXonwjdAbRo2UrD0Efq",0.796,0.729,11,-6.94,1,0.0488,0.082,0,0.302,0.578,111.496,4,278760,FALSE
"Bad Boy","Red Velvet","RnB","1z4g3DjTBBZKhvAroFlhOM","5GKwq4sO5ZHKuWaDmdwMQc",0.714,0.736,2,-3.801,1,0.0457,0.191,0,0.0553,0.814,149.985,4,210817,FALSE
"oui","Jeremih","RnB","3KV3p5EY4AvKxOlhGHORLg","0PJIbOdMs3bd5AT8liULMQ",0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,5,238320,FALSE
"School Spirit Skit 2","Kanye West","RnB","5K4W6rqBFWDnAN6FQUkS6x","5MAY7XyW322jMwLDtBQgsZ",0.716,0.308,5,-12.629,1,0.925,0.334,0,0.215,0.83,128.412,3,43533,TRUE
"Lost in the Fire (feat. The Weeknd)","Gesaffelstein","RnB","3hteYQFiMFbJY7wS0xDymP","2vXKRlJBXyOcvZYTdNeckS",0.658,0.671,2,-12.21,1,0.0363,0.0933,0.000927,0.115,0.166,100.966,4,202093,TRUE
"What Goes Around.../...Comes Around (Interlude)","Justin Timberlake","RnB","31TPClRtHm23RisEBtV3X7","4ZrEjG3Vef85NTve8ptC9Q",0.685,0.725,7,-4.791,1,0.177,0.13,0.000925,0.592,0.381,75.996,4,448533,FALSE
"WHISTLE","BLACKPINK","RnB","41MozSoPIsD1dJM0CLPjZF","0YQ7hl18bXabKzuTE0VwMV",0.806,0.722,1,-5.384,1,0.21,0.0328,0,0.05,0.689,102.997,4,213635,FALSE
"Jackie Chan","Tiësto","RnB","2o5jDhtHVPhrJdv3cEQ99Z","4vvnuJlgBeNVwq3TNmLMNX",0.747,0.833,3,-2.867,0,0.045,0.374,0,0.0586,0.687,128.008,4,215759,TRUE
"This Is Love","will.i.am","RnB","085pc2PYOi8bGKj0PNjekA","4Jgk6oSS9KoTb3cbk0wwer",0.535,0.796,0,-3.446,0,0.0445,0.00473,0,0.145,0.282,128.952,4,279026,FALSE
"Higher","Rihanna","RnB","5pKCCKE2ajJHZ9KAiaK11H","1KnJwhZU3DIBe54Q4HPpIl",0.292,0.567,3,-4.191,1,0.0416,0.112,1.01e-06,0.119,0.392,153.199,3,120626,TRUE
"It's Like That","Mariah Carey","RnB","4iHNK0tOyZPYnBU7nGAgpQ","0se2VwrFsbioleGjzLD3u5",0.802,0.645,8,-4.845,0,0.0584,0.0852,0,0.0355,0.831,95.95,4,203360,FALSE
"Not a Bad Thing","Justin Timberlake","RnB","31TPClRtHm23RisEBtV3X7","3nB82yGjtbQFSU0JLAwLRH",0.308,0.563,0,-9.169,1,0.0719,0.527,4.58e-06,0.134,0.109,85.901,4,688453,TRUE
"Happiness","Alexis Jordan","RnB","5LmYIx9kSWBJOWbP4xAxb1","3eZixX4yXHV1jMqZrrqHsF",0.711,0.748,8,-7.318,1,0.131,0.133,0,0.461,0.489,127.99,4,243666,FALSE
"How Long","Charlie Puth","RnB","6VuMaDnrHyPL1p4EHjYLi7","6wmAHw1szh5RCKSRjiXhPe",0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,4,200853,FALSE
"Lost Ones","Lauryn Hill","RnB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blood on the Dance Floor","Michael Jackson","RnB","3fMbdgg4jU18AjLCKBhRSm","0QgsvILuE9VQiAVsLStD3W",0.806,0.816,1,-2.767,1,0.0764,0.0146,0.00933,0.0623,0.519,108.98,4,253373,FALSE
"St. Elsewhere","Gnarls Barkley","RnB","5SbkVQYYzlw1kte75QIabH","4Dpe7gca6DuAWPObiDfWXg",0.589,0.867,5,-3.577,0,0.138,0.0121,0,0.336,0.561,146.142,4,150253,FALSE
"Soldier","Destiny's Child","RnB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keep You Much Longer","Akon","RnB","0z4gvV4rjIZ9wHck67ucSV","4BdOvAEuiCzo4YA0m5zGKZ",0.714,0.945,0,-3.225,1,0.0485,0.133,0,0.132,0.611,120.027,4,260866,FALSE
"I Care","Beyoncé","RnB","6vWDO969PvNqNYHIOW5v0m","76KTeba6u3LfBL4EsCZaTe",0.371,0.84,0,-6.021,1,0.292,0.284,4.79e-06,0.135,0.228,86.934,4,239466,FALSE
"Bring Me Down","Kanye West","RnB","5K4W6rqBFWDnAN6FQUkS6x","25K9cWrxNv991UYiOzBJqR",0.385,0.691,6,-6.919,0,0.0924,0.00592,0,0.595,0.352,111.278,5,198973,TRUE
"Beggin'","Madcon","RnB","6c4sUNBgdonFJz8Kx2VsGz","4YeKAwFn69ehnciOfi7Sbf",0.715,0.796,4,-4.889,0,0.0534,0.0284,0,0.0658,0.431,129.04,4,218706,FALSE
"O-o-h Child","The Five Stairsteps","RnB","3Inrg8cs8oc4q8oPES4a6S","1rwGdnrtWnPYBipRrjnzEm",0.512,0.56,1,-10.429,1,0.0412,0.00156,0.000168,0.646,0.551,87.277,4,197440,FALSE
"Honey","Mariah Carey","RnB","4iHNK0tOyZPYnBU7nGAgpQ","5NaOWLOmVjcA3M5spRATN9",0.694,0.824,1,-6.756,1,0.0909,0.119,7.15e-06,0.152,0.675,95.833,4,299826,FALSE
"I'm a Lady (feat. Trouble Andrew)","Santigold","RnB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stranger in Moscow","Michael Jackson","RnB","3fMbdgg4jU18AjLCKBhRSm","64KrFHj9p5AyCX2yZQr4YJ",0.802,0.468,1,-8.629,1,0.0378,0.248,0.000601,0.32,0.586,129.937,4,343960,FALSE
"So Gone","Monica","RnB","6nzxy2wXs6tLgzEtqOkEi2","6BIcjFZIVDZxNAcofRFPx4",0.618,0.552,8,-6.863,1,0.0981,0.176,0,0.252,0.586,81.975,4,242773,FALSE
"Paradise","Sade","RnB","47zz7sob9NUcODy0BTDvKx","2KpjKWyj0TI0FmGgENEKr6",0.599,0.663,5,-7.351,0,0.0516,0.128,0.34,0.073,0.976,199.241,4,242240,FALSE
"How to Love","Lil Wayne","RnB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Back to Black","Amy Winehouse","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rehab","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","1L5tZi0izXsi5Kk5OJf4W0",0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83e-06,0.396,0.732,71.515,4,213760,FALSE
"You Know I'm No Good","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","4zQuwW24dweWcaX0fEJkP2",0.705,0.806,9,-3.607,1,0.0309,0.0132,0.00428,0.0701,0.734,103.383,4,256946,FALSE
"Tears Dry on Their Own","Amy Winehouse","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"What A Wonderful World","Louis Armstrong","Jazz","19eLuQmk9aCobbVDHc6eek","0EWVdaFMILyp6QAyJn1tQ0",0.334,0.381,5,-10.121,1,0.0317,0.74,3.63e-06,0.133,0.191,107.156,3,137986,FALSE
"Love Is a Losing Game","Amy Winehouse","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Respect","Aretha Franklin","Jazz","7nwUJBm0HE4ZxD3f5cy5ok","78QK9foXP1ShD5rRVo3gaP",0.831,0.458,0,-7.949,1,0.041,0.164,0.000183,0.0768,0.962,114.937,4,144352,FALSE
"The National Anthem","Radiohead","Jazz","4Z8W4fKeB5YxbusRsdQVPb","02FcgoInOjsdFT8YdAUMwu",0.488,0.754,2,-8.552,1,0.0378,0.00237,0.851,0.224,0.388,91.517,4,351693,FALSE
"Don't Know Why","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","2lyUpqcguweKjaO9duN7C9",0.737,0.205,5,-11.82,1,0.0282,0.87,1.38e-05,0.0696,0.619,88.134,4,184400,FALSE
"Mercy","Duffy","Jazz","37NqXwtb6nIEqRt4EJSoIO","0ox8ihpgU9MgpxwKp3O7ME",0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,4,219920,FALSE
"Put Your Records On","Corinne Bailey Rae","Jazz","29WzbAQtDnBJF09es0uddn","3GKWxw0G2ec487G5Ue3JIN",0.736,0.506,9,-7.857,1,0.0344,0.182,3.57e-06,0.134,0.563,96.084,4,215413,FALSE
"Come Away with Me","Norah Jones","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feeling Good","Nina Simone","Jazz","7G1GBhoKtEPnP86X2PvEYO","12LXz2HixipVtmGYJegsUB",0.456,0.313,7,-9.491,0,0.0385,0.771,0,0.21,0.565,76.147,4,178497,FALSE
"Wake Up Alone","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","37A5PvtftHtsISQUDFNGUk",0.384,0.527,11,-5.294,0,0.0269,0.542,0,0.156,0.222,100.73,3,221200,FALSE
"Hit the Road Jack","Ray Charles","Jazz","1eYhYunlNJlDoQhtYBvPsi","5dUMh0ugelpKfoFp3qChuK",0.598,0.571,8,-12.616,0,0.139,0.704,0,0.513,0.962,173.141,4,119880,FALSE
"Just Friends","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","2i1S5Dq9SaFGcnw8mnb4ks",0.754,0.806,9,-4.767,1,0.0388,0.0346,0.0274,0.204,0.532,95.506,4,191840,TRUE
"He Can Only Hold Her","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","0sSdFMuYrn3N9moumV466B",0.651,0.835,6,-4.311,0,0.0649,0.0262,0.00685,0.056,0.692,98.411,4,164880,FALSE
"Some Unholy War","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","0RatRR1mlxEVR6WATH4jV3",0.475,0.745,9,-4.928,0,0.189,0.0746,7e-05,0.122,0.435,176.143,4,141266,FALSE
"So What","Miles Davis","Jazz","0kbYTNQb4Pb1rPbbaF0pT4","7azylXFRsebfrIoAtwfjaB",0.547,0.198,0,-15.605,1,0.036,0.656,0.000295,0.115,0.265,136.674,4,565080,FALSE
"My Way","Frank Sinatra","Jazz","1Mxqyy3pSjf8kZZL4QVxS0","441B5anVFUoLytPQ7BHtAS",0.39,0.316,0,-10.067,1,0.0281,0.51,0.00299,0.123,0.359,145.157,4,211800,FALSE
"Sunrise","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","5KXGgsDzSdTblaSQQwZ5MJ",0.528,0.308,8,-13.838,1,0.0309,0.946,0.0729,0.107,0.678,156.991,4,200280,FALSE
"Blue in Green","Miles Davis","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Earfquake","Tyler, the Creator","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"At Last","Etta James","Jazz","0iOVhN3tnSvgDbcg25JoJb","3pGUxeGL69TQaXaKDdbCI7",0.176,0.299,10,-10.017,1,0.0327,0.699,0.0193,0.378,0.236,174.256,3,179306,FALSE
"Super Rich Kids","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","0K9oqDmJBgSFjXU1bUY9Fk",0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,4,304760,TRUE
"To Build a Home","The Cinematic Orchestra","Jazz","32ogthv0BdaSMPml02X9YB","6DRlPhu5pLZsVeEEnYfXHW",0.348,0.0902,4,-17.485,1,0.0303,0.791,0.296,0.956,0.153,128.451,3,465986,FALSE
"Englishman in New York","Sting","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turn Me On","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","6FjAGZp7c0Z2uaL3eHkXsx",0.57,0.172,10,-10.897,1,0.0344,0.869,1.14e-06,0.114,0.521,84.948,3,154640,FALSE
"Giorgio by Moroder","Daft Punk","Jazz","4tZwfgrHOc3mvqYlEYSvVi","0oks4FnzhNp5QPTZtoet7c",0.74,0.682,9,-10.42,0,0.0504,0.0692,0.53,0.381,0.41,113.201,4,544626,FALSE
"It's Oh So Quiet","Björk","Jazz","7w29UYBi0qsHi5RTcv3lmA","49QXVNeLv2692wotWQAJuD",0.41,0.189,3,-15.639,1,0.0641,0.62,0,0.971,0.384,134.588,3,232173,FALSE
"Addicted","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","7or26qS3BfpTtWO3BFw5GE",0.786,0.846,8,-3.752,1,0.0391,0.00144,0.0172,0.101,0.695,107.976,4,165120,FALSE
"He Won't Go","Adele","Jazz","4dpARuHxo51G3z768sgnrY","54XtUMO7hwissZ2jS33Cjd",0.706,0.57,0,-7.045,0,0.086,0.0225,0,0.0754,0.728,159.908,4,278040,FALSE
"Candyman","Christina Aguilera","Jazz","1l7ZsJRRS8wlW3WfJfPfNS","5lUTzPuiloBHm1qEaJcJfF",0.686,0.789,8,-4.713,0,0.23,0.0125,0.0147,0.142,0.72,172.976,4,194213,FALSE
"Me & Mr Jones","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","5RqIM2vv5nw2PGJBqPD8Rg",0.59,0.803,4,-2.518,1,0.085,0.537,0,0.105,0.477,87.851,4,151573,TRUE
"Cold Shoulder","Adele","Jazz","4dpARuHxo51G3z768sgnrY","78foNmu2hGDPwm3cJVlikF",0.65,0.82,0,-5.344,1,0.047,0.00217,0,0.133,0.35,109.955,4,191866,FALSE
"I Put a Spell on You","Nina Simone","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Feeling Good","Michael Bublé","Jazz","1GxkXlMwML1oSg5eLPiAz3","3sMfOB34oxgUWoGUoOeBdZ",0.378,0.482,3,-6.536,0,0.0401,0.355,0,0.759,0.428,106.705,3,235527,FALSE
"you should see me in a crown","Billie Eilish","Jazz","6qqNVTkY8uBg9cP3Jd7DAH","3XF5xLJHOQQRbWya6hBp7d",0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,4,180952,FALSE
"Strangers in the Night","Frank Sinatra","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Think","Aretha Franklin","Jazz","7nwUJBm0HE4ZxD3f5cy5ok","3HsMadNKVlMxLds79hirdR",0.653,0.838,5,-5.595,1,0.187,0.491,0.000266,0.24,0.711,128.633,4,195306,FALSE
"Forrest Gump","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","6RBAJlxHY9Ulvw2y7yk4aX",0.701,0.417,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.186,95.003,4,194840,FALSE
"Georgia On My Mind","Ray Charles","Jazz","1eYhYunlNJlDoQhtYBvPsi","5dbKL9Ha3P0dG9s6kDeR1z",0.274,0.279,7,-11.787,1,0.0291,0.908,4.22e-05,0.171,0.241,105.355,3,217253,FALSE
"Chan Chan","Buena Vista Social Club","Jazz","11kBu957KTYoAltZHDm8gW","5sbw5zIz9ck2pOEDXUR0QU",0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,4,256653,FALSE
"Fly Me to the Moon","Frank Sinatra","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Best for Last","Adele","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freddie Freeloader","Miles Davis","Jazz","0kbYTNQb4Pb1rPbbaF0pT4","77cDWI3QPtuo51KilElfUt",0.602,0.234,8,-14.048,1,0.0352,0.667,0.000219,0.103,0.521,128.474,4,589080,FALSE
"Moondance","Van Morrison","Jazz","44NX2ffIYHr6D4n7RaZF7A","2jPY3cHpO9roRIAJf8YWAM",0.463,0.499,5,-8.764,1,0.0619,0.561,0.047,0.186,0.646,165.07,4,438720,FALSE
"Home","Michael Bublé","Jazz","1GxkXlMwML1oSg5eLPiAz3","3lyLqIn8mybyEFTs8JJaLf",0.608,0.37,7,-9.207,1,0.0306,0.844,1.87e-05,0.112,0.349,127.631,4,225906,FALSE
"The Thrill Is Gone","B.B. King","Jazz","5xLSa7l4IV1gsQfhAMvl0U","5XCjBKkQUpBCFxFntW4lYL",0.549,0.513,9,-6.722,0,0.0251,0.273,0.272,0.0791,0.614,90.313,4,324266,FALSE
"Like a Star","Corinne Bailey Rae","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"My Baby Just Cares for Me","Nina Simone","Jazz","7G1GBhoKtEPnP86X2PvEYO","6Y94PoBbtWkoxNVKFagrll",0.757,0.224,6,-16.904,0,0.0926,0.551,8.25e-05,0.09,0.424,117.242,4,219109,FALSE
"Take Five","The Dave Brubeck Quartet","Jazz","4iRZAbYvBqnxrbs6K25aJ7","7BKZF2TmF1BaNYvLQFPY2E",0.553,0.674,10,-11.005,0,0.0363,0.461,0.0653,0.0977,0.729,106.57,3,348573,FALSE
"All Blues","Miles Davis","Jazz","0kbYTNQb4Pb1rPbbaF0pT4","0tYgqYrAgGTyi5GhYKsIkP",0.498,0.201,0,-16.266,1,0.031,0.779,0.00454,0.0718,0.366,139.299,3,695773,FALSE
"Seven Years","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","3tp48OoXTZYs2z5FIAXHQX",0.572,0.187,7,-13.971,1,0.0347,0.959,0.0031,0.104,0.427,127.892,4,144546,FALSE
"Flamenco Sketches","Miles Davis","Jazz","0kbYTNQb4Pb1rPbbaF0pT4","1H4ncCS0zFOcTiS7Z0eXAB",0.453,0.034,2,-18.924,0,0.0421,0.889,0.0666,0.0916,0.228,119.546,4,565026,FALSE
"I've Got You Under My Skin","Frank Sinatra","Jazz","1Mxqyy3pSjf8kZZL4QVxS0","22qqGLXXTyMvNB7CNeIVjL",0.569,0.22,1,-14.746,1,0.0383,0.792,0,0.122,0.598,127.114,4,225436,FALSE
"Crack Rock","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","125FPswReMD9Ggvn69M7Ch",0.429,0.736,5,-8.017,1,0.222,0.0696,0,0.0852,0.379,89.261,4,224146,TRUE
"Everything","Michael Bublé","Jazz","1GxkXlMwML1oSg5eLPiAz3","2XW7mOSqDYDByawon68xd6",0.686,0.688,6,-4.981,0,0.0254,0.39,1.03e-06,0.0924,0.493,123.125,4,212373,FALSE
"Start","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","6KkCuHNbOAWJzycgOEGpIg",0.347,0.33,7,-19.761,1,0.149,0.74,0.931,0.557,0.0316,82.85,5,45640,FALSE
"Haven't Met You Yet","Michael Bublé","Jazz","1GxkXlMwML1oSg5eLPiAz3","4iMdiQO0YJwEkWf8eI2wff",0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,4,244586,FALSE
"My Same","Adele","Jazz","4dpARuHxo51G3z768sgnrY","7pbQxZifd3jTQ2MJuAOoSh",0.776,0.592,4,-7.459,0,0.153,0.482,0,0.15,0.724,126.563,4,195653,FALSE
"Fever","Peggy Lee","Jazz","602DnpaSXJB4b9DZrvxbDc","4LjS2Rk4ooIcSFKd9EBoBc",0.862,0.136,4,-15.492,0,0.0904,0.303,0,0.111,0.327,136.19,4,202226,FALSE
"Don't Worry Be Happy","Bobby McFerrin","Jazz","2FjkZT851ez950cyPjeYid","191PYDOv25E8hj8to2BeQx",0.691,0.3,11,-15.44,1,0.177,0.882,0.000122,0.119,0.774,69.31,4,290840,FALSE
"Shoot the Moon","Norah Jones","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"On & On","Erykah Badu","Jazz","7IfculRW2WXyzNQ8djX8WX","5dd8tOJwLqEvasVqvvrJzV",0.775,0.397,11,-10.414,0,0.135,0.0465,0.00754,0.261,0.348,80.395,4,225973,TRUE
"Take Five","Dave Brubeck","Jazz","3kUKwTJdH8FuWzF8p6Dg9E","1rPwscQAb9kvxiXwzvCm85",0.453,0.216,10,-16.931,0,0.0383,0.499,0.000559,0.102,0.665,171.387,5,324906,FALSE
"La vie en rose","Édith Piaf","Jazz","1WPcVNert9hn7mHsPKDn7j","1CqTMY1pVe1v6JkZ1Qbwor",0.355,0.252,7,-10.168,1,0.0318,0.942,0,0.156,0.356,113.707,3,192466,FALSE
"Pilot Jones","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","5ITIiswssMSAdTJ9ZDEI8D",0.394,0.433,8,-13.473,1,0.374,0.485,7.81e-05,0.817,0.394,118.986,1,184080,FALSE
"Santa Baby","Eartha Kitt","Jazz","1AwO9pWEBSBoWdEZu28XDC","2xLYsfnNTKV3lJuq8GJ2ae",0.688,0.131,5,-14.533,0,0.0631,0.912,0,0.114,0.425,84.927,4,207106,FALSE
"Unforgettable","Nat King Cole","Jazz","7v4imS0moSyGdXyLgVTIV7","1MZ5Td6wsxTLd8jt5UoDyy",0.29,0.0897,5,-19.53,1,0.0294,0.956,0.00016,0.0922,0.129,88.604,4,193906,FALSE
"Fuck Me Pumps","Amy Winehouse","Jazz","6Q192DXotxtaysaqNPy5yR","3IqCXQsUinJtMldu2gSFqX",0.896,0.469,7,-7.403,1,0.0892,0.0835,0,0.187,0.705,102.929,4,200626,TRUE
"Smooth Operator","Sade","Jazz","47zz7sob9NUcODy0BTDvKx","7pLuEMFougkSHXrPBtNxTR",0.794,0.559,9,-6.491,0,0.0319,0.367,0.0107,0.0371,0.963,119.81,4,298893,FALSE
"The Christmas Song (Merry Christmas To You)","Nat King Cole","Jazz","7v4imS0moSyGdXyLgVTIV7","5humEOJehpAwMJEJmb0JJ2",0.31,0.095,1,-17.828,1,0.0366,0.904,3.43e-05,0.128,0.188,72.76,4,190973,FALSE
"Not Just Money","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","3VPmKgOCy3NGyyA4xaWwPd",0.357,0.827,11,-15.868,0,0.444,0.775,0.0213,0.493,0.103,152.13,1,59760,FALSE
"That's Life","Frank Sinatra","Jazz","1Mxqyy3pSjf8kZZL4QVxS0","4FmCUATNIarCQh72JYdvnm",0.56,0.434,4,-14.151,0,0.0729,0.55,0,0.346,0.664,112.803,3,187040,FALSE
"Feelin' the Same Way","Norah Jones","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watermelon Man","Herbie Hancock","Jazz","2ZvrvbQNrHKwjT7qfGFFUW","4Q8YEalwAW40xog9SXEzOM",0.595,0.453,0,-12.863,0,0.0294,0.863,0.462,0.0755,0.594,129.244,4,433840,FALSE
"I've Got to See You Again","Norah Jones","Jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnerman","Nina Simone","Jazz","7G1GBhoKtEPnP86X2PvEYO","5xRP5iyVdGglqlY4Vcjhkx",0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,4,622000,FALSE
"Fragile","Sting","Jazz","0Ty63ceoRnnJKVEYP0VQpk","1u6Nxs7MA89mjaJi5OaHch",0.379,0.269,4,-17.472,0,0.0351,0.904,0.152,0.113,0.271,83.538,4,234640,FALSE
"Beyond the Sea","Bobby Darin","Jazz","0EodhzA6yW1bIdD5B4tcmJ","3HOpaW1toQh8Ktj72FiNAJ",0.493,0.359,7,-12.486,0,0.0455,0.713,0,0.34,0.44,139.422,4,168866,FALSE
"Lonestar","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","48eZIkw7epa5bSh830gDII",0.642,0.139,0,-14.776,1,0.0306,0.888,1.4e-05,0.338,0.332,89.88,4,186080,FALSE
"La vie en rose","Louis Armstrong","Jazz","19eLuQmk9aCobbVDHc6eek","2unScYS141S1q5DnTiCXLo",0.545,0.0912,0,-10.145,1,0.0473,0.865,0.000464,0.0842,0.349,140.443,4,205213,FALSE
"Do It Again","Steely Dan","Jazz","6P7H3ai06vU1sGvdpBwDmE","5RpSK8f7sTBAzH8DLZ5ijj",0.683,0.533,2,-10.697,0,0.0309,0.232,1.96e-05,0.0441,0.963,124.585,4,357000,FALSE
"Pink Matter","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","0C3W4yLCuyUxIEwkSpBO8H",0.392,0.233,11,-11.012,0,0.0587,0.951,0.000322,0.106,0.494,176.569,3,268813,TRUE
"Winter Wonderland","Tony Bennett","Jazz","2lolQgalUvZDfp5vvVtTYV","3kx3pkQzPZns8WgNj7Wabi",0.453,0.453,3,-9.354,1,0.0395,0.871,0,0.218,0.586,116.098,4,133213,FALSE
"My Funny Valentine","Chet Baker","Jazz","3rxeQlsv0Sc2nyYaZ5W71T","1NF3q9rzhgLRIu5nTrDXrv",0.387,0.00997,0,-25.903,0,0.0442,0.989,0.887,0.648,0.191,121.862,4,467880,FALSE
"Sweet About Me","Gabriella Cilmi","Jazz","5v2GEv1pQaCp6oeOQROdKE","5kBIfF6LPRPppdjIYT8h8Y",0.667,0.714,6,-5.155,1,0.0288,0.0673,1.01e-06,0.0957,0.553,132.035,4,202026,FALSE
"Monks","Frank Ocean","Jazz","2h93pZq0e7k5yf4dywlkpM","3YXVl3FvIrvhgSW9ME3qNf",0.747,0.758,0,-4.743,0,0.179,0.0521,0,0.214,0.601,102.02,4,200240,TRUE
"Strange Fruit","Billie Holiday","Jazz","1YzCsTRb22dQkh9lghPIrp","158UnZbUSDnPjWt3436Nn1",0.26,0.0767,10,-16.778,0,0.0341,0.991,0.00994,0.161,0.0392,169.061,3,192933,FALSE
"Cold Cold Heart","Norah Jones","Jazz","2Kx7MNY7cI1ENniW7vT30N","0yXT8TYRajNOaQUiw0mGgs",0.603,0.0903,2,-14.499,1,0.0397,0.909,0.000785,0.0866,0.377,114.133,4,218626,FALSE
"u","Kendrick Lamar","Jazz","2YZyLoL8N0Wb9xBt1NhZWg","7iVC68z9TYxNpFCQfs6TUE",0.406,0.798,11,-5.585,0,0.432,0.26,0,0.461,0.58,71.547,4,268493,TRUE
"I Like Me Better","Lauv","Jazz","5JZ7CnR6gTvEMKX4g70Amv","2P91MQbaiQOfbiz9VqhqKQ",0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,0.419,91.97,4,197436,FALSE
"L-O-V-E","Nat King Cole","Jazz","7v4imS0moSyGdXyLgVTIV7","2O1g2nWzBeEcqD7LClacPy",0.455,0.278,2,-10.922,1,0.0774,0.742,2.39e-06,0.0736,0.694,154.292,4,154813,FALSE
"By Your Side","Sade","Jazz","47zz7sob9NUcODy0BTDvKx","7H3ojI1BsVy0dEJENqMt1k",0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073,4,274933,FALSE
"Come Fly With Me","Frank Sinatra","Jazz","1Mxqyy3pSjf8kZZL4QVxS0","6ZLjlEXaqdAFNvLqwMMWHQ",0.561,0.538,10,-8.517,1,0.0428,0.661,0,0.336,0.6,137.694,4,191072,FALSE
